      Vuonnemite
Diffraction data computed using the structure from the paper listed below, 
along with the cell parameters refined from the powder pattern of R050250
      Ercit T S, Cooper M A, Hawthorne F C
      The Canadian Mineralogist 36 (1998) 1311-1320
      The crystal structure of vuonnemite, Na11TiNb2(Si2O7)2(PO4)2O3(F,OH),
      a phosphate-bearing sorosilicate of the lomonosovite group
      Locality: Ilimaussaq, Greenland

      CELL PARAMETERS:   5.4890  7.1680 14.4310   92.600   95.370   90.620
      SPACE GROUP: P-1       

                67.78          1.11        1.3826    3  -2   5
                67.86          1.59        1.3811   -1   5   1
                68.36          3.64        1.3722   -4   0   1
                68.37          1.81        1.3721    3  -1   6
                68.71          1.66        1.3661    4   0   0
                69.23          2.85        1.3571    1   0  10
                69.77          6.77        1.3480    4   0   1
                71.12          1.05        1.3256   -3  -1   8
                71.55          1.46        1.3188   -1  -5   4
                71.55          3.58        1.3186   -4   0   4
                71.65          1.89        1.3171   -2  -4   6
                72.37          1.25        1.3058    1  -5   4
                73.87          4.57        1.2829   -2   4   6
                74.13          1.06        1.2791   -1  -4   8
                75.49          1.44        1.2594    1   5   4
                76.14          1.06        1.2503   -2  -3   9
                76.55          1.08        1.2445   -1  -3  10
                78.22          1.05        1.2221   -2   4   7
                78.44          2.67        1.2192    0  -4   9
                80.01          1.33        1.1992   -1   3  10
                80.34          1.09        1.1951   -4   3   1
                80.60          1.27        1.1919    1  -2  11
                80.69          3.22        1.1908    4   0   5
                81.40          1.43        1.1822   -4  -3   2
                82.23          1.45        1.1723   -3  -1  10
                82.36          1.16        1.1708    0   1  12
                82.38          1.06        1.1706   -2  -2  11
                82.95          1.13        1.1641    0   4   9
                83.39          2.50        1.1590    1  -6   2
                83.55          1.47        1.1571    1   2  11
                83.71          2.03        1.1553    2   4   7
                84.42          1.57        1.1474    3   0   9
                84.46          1.53        1.1471    2  -4   8
                84.49          1.62        1.1466   -1  -6   3
                85.02          1.37        1.1409    4   0   6
                85.12          2.03        1.1398   -4   0   8
                85.51          1.81        1.1356    1   6   2
                85.65          1.02        1.1341   -3   5   0
                86.09          2.09        1.1294   -1   6   3
                86.73          1.29        1.1227   -4   1   8
                88.08          1.04        1.1089   -3   5   3
                89.26          1.01        1.0974    2   4   8
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
